名字,户型,可住,价格,图片,评价,类型,城市
西涌（西冲）恬园独栋豪华别墅，超大院子,14室,宜住35人,￥3688,,"
                                        5.0
                                    ",整租,shenzhen
蛇口沃尔玛对面 依山居 豪华欧式三房,3室,宜住6人,￥2888,,"
                                        5.0
                                    ",整租,shenzhen
大鹏较场尾整栋出租,6室,宜住18人,￥2980,,"
                                        5.0
                                    ",整租,shenzhen
承翰半山海.大小梅沙.玫瑰海岸.一居,1室,宜住2人,￥298,,"
                                        5.0
                                    ",整租,shenzhen
CBD会展中心/双地铁线/投影仪/高档小区北欧风3房,3室,宜住5人,￥699,,"
                                        1.0
                                    ",整租,shenzhen
地铁1号坪州站全新三房2卫+繁华商圈,3室,宜住5人,￥680,,5.0,整租,shenzhen
深圳东站布吉地铁站布吉街长龙地铁站情侣大床房,5室,宜住2人,￥169,,"
                                        5.0
                                    ",单间出租,shenzhen
大南山脚下 近服装批发城 花园城购物中心 一居室,1室,宜住2人,￥268,,"
                                        5.0
                                    ",整租,shenzhen
高新园地铁站口+万象天地性价比超高单间,3室,宜住1人,￥198,,"
                                        4.0
                                    ",单间出租,shenzhen
花园城购物中心对面整洁一居,1室,宜住2人,￥259,,"
                                        5.0
                                    ",整租,shenzhen
深圳北站附近时尚两卧室公寓,2室,宜住4人,￥569,,"
                                        5.0
                                    ",整租,shenzhen
大梅沙东部华侨城家庭聚会、婚庆轰趴别墅,6室,宜住22人,￥2680,,5.0,整租,shenzhen
宝安中心城&壹方城&豪华超大3房自带花园,3室,宜住6人,￥698,,5.0,整租,shenzhen
深圳地铁大新站与桃园站双地铁口两居,2室,宜住5人,￥588,,5.0,整租,shenzhen
近较场尾  古城  东山寺  金沙湾大床房,1室,宜住3人,￥238,,"
                                        5.0
                                    ",整租,shenzhen
中心区双地铁换乘站文艺清新公寓一居,1室,宜住2人,￥308,,5.0,整租,shenzhen
一房一厅英式浪漫田园风；罗湖口岸直达香港,1室,宜住2人,￥398,,5.0,整租,shenzhen
近南油服装市场可议价限女生深圳南山前海 近机场科技园腾讯春茧深圳湾,2室,宜住1人,￥128,,"
                                        4.7
                                    ",单间出租,shenzhen
近南油服装批发市场深圳南山民宿,2室,宜住2人,￥188,,"
                                        5.0
                                    ",单间出租,shenzhen
南山 桃园地铁口  简约两居室  可做饭,2室,宜住3人,￥450,,"
                                        5.0
                                    ",整租,shenzhen
近深圳西涌海滩，步行10分钟，可烧烤可火锅可K歌,10室,宜住28人,￥2200,,"
                                        5.0
                                    ",整租,shenzhen
深圳龙岗中心城地铁3号线大运双龙地铁口欧式2房1厅整租靠海靠东站靠车站整2居,2室,宜住4人,￥288,,"
                                        4.8
                                    ",整租,shenzhen
深圳东站布吉地铁站布吉老街布吉公园绵绵屋A,5室,宜住2人,￥179,,"
                                        5.0
                                    ",单间出租,shenzhen
深圳北站 文艺三房 家的味道（民治地铁口）,3室,宜住5人,￥496,,"
                                        5.0
                                    ",整租,shenzhen
3房一厅 深圳大鹏较尾场山海度假基地 璞岸33,3室,宜住6人,￥1288,,"
                                        5.0
                                    ",整租,shenzhen
南联地铁口复式公寓带平台独立空间近大运中心,4室,宜住2人,￥129,,"
                                        5.0
                                    ",单间出租,shenzhen
龙城广场金地龙城中央商住房2房1厅1卫1厨1卫1阳,2室,宜住2人,￥159,,"
                                        5.0
                                    ",整租,shenzhen
君悦海贝湾尊享度假别墅 可以做饭 私人别墅,8室,宜住21人,￥5800,,"
                                        5.0
                                    ",整租,shenzhen
南澳近杨梅坑海边小院,8室,宜住20人,￥2280,,"
                                        5.0
                                    ",整租,shenzhen
东门 茂业商场附近 精品两室一厅,2室,宜住5人,￥368,,"
                                        5.0
                                    ",整租,shenzhen
深圳中心区地铁口彩田村3房,3室,宜住6人,￥700,,"
                                        5.0
                                    ",整租,shenzhen
龙岗区 大鹏古城 大鹏度假区 标准双床房,1室,宜住2人,￥200,,"
                                        5.0
                                    ",整租,shenzhen
【极简】海上\蛇口港\招商局\之窗\深圳湾\南山公园简约大开间,1室,宜住2人,￥408,,5.0,整租,shenzhen
平安国际公寓豪华装修单人房大床房,1室,宜住1人,￥298,,5.0,整租,shenzhen
东涌纽菲斯地中海日出/日落双床房,1室,宜住2人,￥280,,"
                                        5.0
                                    ",整租,shenzhen
京基100kkmall五分钟地铁站,1室,宜住2人,￥368,,5.0,整租,shenzhen
蓝坤大厦华熙广场复古特色整套一居,1室,宜住2人,￥158,,5.0,整租,shenzhen
